phi,alpha,alpha_EC,obj
0.0002959237790398196,0.007095929750886457,1.801682977736391e-05,11.584456803227713
0.00022979759961121027,0.010080941028167045,0.00011404076341164304,12.098952970009753
0.04900607456907264,0.08168934958078539,0.11087984708502051,3.5676178021221525
0.00021479789689509825,0.36479770284328267,1.2114192955256194e-05,12.72704985322681
0.003897632304049095,0.19092274088091432,0.09724531425937927,11.914581853915925
0.00025933263614506537,0.007432348079393863,3.702575402322667e-05,11.769064924132538
0.0006242020665170392,0.8910373766962716,7.111233758890466e-05,12.696759911413267
4.965837848999481e-05,0.02243793994054958,2.441481482912554e-05,12.68880290457022
0.007350785748486835,0.11380310275028928,0.00015986184815973385,10.462019374675942
0.0006101201785069874,0.025449812911068542,4.043402949593295e-05,12.027255359077099
0.00011496149127940234,0.14724902331290438,1.5022172774109919e-05,12.72561676827665
0.061855092979729645,0.31826417859344797,0.1405947359553894,5.702269535016118
0.004673164682388646,0.4119055740037136,0.028657959350822677,12.162683066525764
0.047204796177394905,0.037354716219079376,0.05758911119929218,17.044236512777804
0.002882918557714477,0.0533541472073842,0.0005469940389496523,11.022199564194402
0.0016848002594462945,0.007981155810027351,0.00015911010414398178,7.68241254745796
0.021799906417805923,0.09759873300969245,0.014244636350277878,6.300840017663725
0.0012936436850904047,0.722644785180976,0.00017347187360907708,12.627320911122073
0.0313621531760038,0.05547109860024022,0.7428797383312757,3.4223693212630266
0.02953705198584597,0.4121795178733001,0.04975599966242336,9.329063556322783
0.0001962208619358583,0.0132155140760629,1.5877871152690045e-05,12.320634452577316
2.7624416565711513e-05,0.005537183593167429,7.837407099454453e-05,12.612629579219384
0.00016122560537354012,0.343521918630171,7.780458479423677e-05,12.733515834798832
0.0008067028478995649,0.307163072219685,8.608322527812695e-05,12.63214032846368
0.0018842207854876812,0.03076290652939534,0.00013553461811816357,10.922395253297148
0.013883092629634124,0.016982697463473716,0.018511314535610415,5.079545670566459
0.00022548694321889728,0.003519300803867191,0.00016639388665426404,11.006470478594657
0.010970773921060589,0.11553783105804974,0.003406381514269344,9.484686309630241
0.0008066718257206805,0.005727122829377247,8.709768839623895e-05,9.153703688633083
0.00032005424881213236,0.0011821646960041576,0.000754104321443394,6.744417823669421
0.0007475206525448508,0.27666732713988934,6.226426308756517e-05,12.632492812832155
5.4554351096020956e-05,0.014514052229000261,2.1289745076653467e-05,12.644754543087846
0.00014723337428359132,0.015475879081472669,2.710265126081794e-05,12.47372999020229
0.0044192839266629005,0.011952229720492421,0.00239283747627988,5.20342243733282
0.004962985945697191,0.003988749903522394,0.000979019061366478,14.539916252202902
0.0018022054589530183,0.005308587522403043,0.000400853171442393,5.726608866820622
1.9618049864492168e-05,9.746191638827854e-05,0.004531795277681593,7.905971253546875
0.0018442449025596966,0.020248434570937557,0.0018619105908576454,10.191149782354614
0.00022409585938868695,0.08244376086964302,1.197139247080329e-05,12.659119053992555
0.00031854102199451085,0.008895464356938667,0.0001501039913480601,11.739024947950732
0.00017365883784304685,0.16736119066574667,0.00014923186549442694,12.714210529405376
0.0006535757054920786,0.19974600904633796,0.00018664818090506565,12.618103890969643
0.022817968169591675,0.04001570758791663,1.5240349072900046e-05,3.516317386329116
7.411201082252834e-05,0.022536348391096687,1.7797634974744638e-05,12.655871453733813
1.6705323502559945e-05,0.016569327140356957,1.1946962243699414e-05,12.726393459657238
0.0010455342988541243,0.01021405092527447,6.848191420889707e-05,10.002946754902872
0.014236562065551767,0.04520364930689465,0.09511153574680369,5.261129915344918
3.556121125939032e-05,0.00801154541944094,8.444852887382321e-05,12.627516293594663
7.274154228925613e-05,0.22767399754744402,9.826313475972179e-05,12.742676187064141
0.00021189365535239851,0.17524200657832711,0.00010634062300167877,12.706779057216332
0.0013457209098116727,0.05031142444718826,2.5631861807114976e-05,11.88266982148222
0.01470888066711649,0.029427876663156723,0.0035719184876451806,3.789831082647426
0.005239142204335562,0.5460539195517141,0.154323920568177,12.180322637053312
0.0056695646423975945,0.023611790258862907,0.0014585056479832592,6.859288530428502
0.0007051712107059864,0.2400118020000715,2.4466159829068328e-05,12.626730438614988
0.00015039466974893755,0.006381567349598894,2.6124714674225218e-05,12.08522846477568
0.019312842811320584,0.09468186214566376,0.037121891361902075,6.734648667961559
0.010675758460352187,0.07257995622340717,0.025773364024731904,8.277557547869725
0.0005044644650117146,0.034929957648434415,0.0024705368538619978,12.299407300034833
0.0010295489855454878,0.01384158959344377,0.06546053107091758,10.67726453595906
0.0014745342751515543,0.018401687984661182,0.00017675257848473802,10.492728358981047
0.0003758047043863779,0.06813366072209644,3.145818533504793e-05,12.564926521602814
5.495428838104993e-05,0.008226358850678102,6.715530578477001e-05,12.562497358287017
2.417293826871035e-05,0.0007661747766119415,5.491752432142342e-05,11.868165409698781
0.0018813315981111647,0.9740411131796002,0.0002514448298039855,12.57818009454883
0.00401255790388835,0.014615527273423821,0.019119274774371423,6.440875415924451
1.795770716874969e-05,0.2226963020557646,0.046515991087047334,12.753199793155225
0.0008938209863386129,0.0010414092151285752,0.0003205674867674856,6.169615753783927
0.002052731149179144,0.3625037954743361,0.0008921364388929807,12.473333777420237
0.0002338271841220677,0.01889834736910391,7.633812292455813e-05,12.384997560143802
0.029779504517476407,0.23748946129129092,0.007470915146365283,8.02557368812038
