phi,alpha,alpha_EC,obj
0.020587095452776073,0.31309633101658896,0.010617116938607615,15.446207330207924
7.445376034701648e-05,0.0007400970723588579,6.25825790692518e-05,21.663769526549913
7.221954157757877e-05,0.0004766752503005766,0.0028199900023111887,20.74832314663341
0.0003143789701141124,0.0006676186531956933,0.00010832146376351535,7.2372258103550156
0.00782545182057864,0.13784559619281134,0.089753851731163,18.096923488589677
0.0830635614242394,0.05492828557916903,0.30532239343704304,47.7190549008988
0.00012705461799849792,5.452617371536722e-05,0.2777710187931654,79.64310805003603
0.002922854696556156,0.13307934440341168,0.004272095670792778,22.467258665879477
0.027651310978669217,0.5438392756059012,0.8559077492039752,12.989362316798436
0.0002532670488374881,0.08728747377144506,1.3604088824611399e-05,20.241018857827925
0.0484951652731241,0.3963111584648567,0.46488125896272053,9.014490027597251
0.00046178033945860376,0.020803406524788803,0.00038794817612777035,23.92699580829276
0.00019962387174850968,0.13122489441871785,1.774723335288192e-05,19.86395568811123
0.07747846019653623,0.08270672714453485,0.28090314926649634,11.699809537009923
0.001520756995370853,0.10463119023544422,0.3003953062154928,23.964283055424776
0.0006534836900410109,0.6784985325444791,0.000133844468777117,19.74557632426066
0.00013047933197930559,0.010473224420789726,1.231454594698184e-05,18.97850142952378
0.013917995868229,0.06715836177882656,0.0757762782786474,9.439426020182564
0.00015887121809303809,0.0008053099934247025,2.4244992185862085e-05,12.66019475079668
0.010833134385700355,0.4483029446501662,0.9388634372876167,18.662138580280708
8.188319582830992e-05,0.05697806932805451,0.25520779745603595,25.8801479435653
0.0004494497100711014,0.20717902277880773,1.8843273708602843e-05,20.87767413312572
0.00018729356904057694,0.00422272376807298,3.901117155073802e-05,17.210252224273624
0.021856542374847243,0.48384954866760593,0.627474491907401,14.311686955967494
8.56749047366695e-05,0.10484605517332635,2.2603421607779017e-05,19.389965751973143
4.355676252565138e-05,0.05493107338522611,4.798217339615968e-05,25.922009285562027
4.7502789507848204e-05,0.026111123716274456,1.0139926709577752e-05,19.23905114538812
0.02298270454158975,0.03656724575966972,0.23614291835949092,0.656826193064097
0.0014946209710511667,0.0016017081963814667,0.0016958035960213458,11.288632229160406
0.007077416614324649,0.04505645112918918,0.02121753803832779,14.06922223476112
0.0014525291102070893,0.01533327161018555,0.0022125026070769875,20.68616922317986
0.0005993284412971254,0.01872232173037647,1.1832399726813012e-05,19.80506796861012
0.009565017177307981,0.03730437329340668,0.05879621819412889,9.677298756720159
0.12897618560907267,0.21776197071501688,0.6289447176133375,5.977980789909928
0.01052543419215895,0.03782568071171252,0.08486923454846891,8.65300733063004
0.277202376881995,0.44168181343859847,0.8734683626741429,21.178329180575727
0.00028853295195550377,0.009430002937995511,6.293930779656051e-05,17.74369111599896
0.00015643721313132093,0.001768125165418382,7.462595596447189e-05,18.817606396960834
0.015803411903616935,0.15835119508093967,0.08227049408297453,13.204502083843392
0.000293470366693853,0.0017057417995447947,8.09448289124001e-05,12.975600640332948
0.0019048931172538702,0.0017051464186329727,2.2601946605852882e-05,11.324295788889732
0.0039283933767761785,0.026519846167498928,1.1160210374794614e-05,15.716882610532158
6.889636946352408e-05,0.00285010863456284,1.2032975078962749e-05,17.996228201259385
0.004734266713523409,0.05724827650530502,0.0029422598681509205,14.759788093146469
0.002675730276467213,0.024380610779966803,0.001221587142774575,13.532827682161939
0.0001333853256627544,0.07928441021299189,1.4017126249953393e-05,19.38012717150993
0.011293444745759376,0.06249771200330681,0.004305562467376086,11.635705390786406
0.04255975761411993,0.09244445618496751,0.006750717058274686,5.6230166718815076
0.011302624191156638,0.019668008148358042,0.033357822131655945,3.792497015107302
0.0032110973944709533,0.03950603304790375,0.001410838475440093,14.50846718612156
0.010359329686724756,0.009744576648885077,0.009478058060036468,7.185791802588033
0.001313109159010779,0.035456964518309306,0.051764795055307594,23.075997459548628
0.001890953622836054,0.014242756275802652,0.0005390686260130196,14.216665792978048
0.0033792712611072713,0.1263900821036848,0.0023177299762662936,19.28104630553326
0.013845035567556927,0.043303097562324665,0.015765448090695407,6.31085643633922
2.5058602969819514e-05,0.028275276675830605,1.082360733519178e-05,22.373319888346092
0.031150366154564867,0.20544085523574512,0.6973734992024507,8.392645099044255
5.850652780100564e-05,0.000260723422608989,1.303820407793975e-05,12.00193523093375
0.0145656917714817,0.11718583036832471,0.034356892413107416,12.442046141033638
0.004108520996098227,0.00446425217796781,6.458203882448516e-05,8.073203325052532
6.0245753231902066e-05,0.010961124689724417,0.00014606440592469235,25.716841485967826
0.018137084734447813,0.03955413774980946,0.015734820331877997,1.803805348295013
0.00034745936457101785,0.021156019137902896,0.000144768258291943,19.85872883276219
0.0002108023094251318,0.009506954806302082,0.00035744801784076403,24.96571453439271
0.008898421897590976,0.19493625640824885,0.6244590491767071,18.264496341971643
0.010463478295854946,0.17829186369534464,0.016992292850815004,16.9798136364758
0.01604868962836575,0.15873375356856606,0.03679921436098729,13.073802771958238
0.06883446549084632,0.020118683940564413,0.564790655902339,280.8797583495121
0.008319304743874423,0.0379395648805566,0.010278819171350597,11.362523066372283
0.0003469585633872996,0.00012844361323826817,6.789137024930126e-05,107.33117013707623
0.012000813090220963,0.13453099262958668,0.368415780353878,14.894176728513973
0.036228432360757346,0.6466994190780847,0.07535417640906948,11.834859535802082
0.012514068400920602,0.13662053615250347,0.011032256199158152,13.657212029380899
0.05663640186830963,0.10188191228587563,0.5228292693777555,1.4859317311058906
0.008629235340992743,0.01714388140971184,0.020044073910681377,5.622935891051493
0.0506166023055826,0.06920625301266961,0.20760055915523096,2.6795560669796266
