lithology,ibeta,phi,alpha,alpha_EC,Vp_model,Vs_model,Sigma_model,best_obj,log_marginal_likelihood,log_marginal_T,posterior_support_volume,mode_count,posterior_prob
76,2,0.0011232507818871328,0.6946848084616947,2.754791203543665e-05,7.62318185118488,4.357073529659612,0.001563484316777069,0.05058300309995999,-0.3637658547247824,-0.19149989885645013,0.0,0,0.26359113351443675
76,1,3.821472142502134e-05,0.755643703414995,1.0497975702087433e-05,7.62639240205125,4.359365875809412,0.0015796927105079298,0.049071282433394786,-0.4698084947301824,-0.2018610777464206,0.0,0,0.23707025360474224
75,2,0.006390110993574713,0.033801357764885985,0.0044646393599541275,7.696389197575766,4.341750017446411,0.0016100864631156805,0.0006080533911418295,-0.7306275275959133,-0.23422689136128008,7.222222222222222e-05,3,0.1826437424841814
75,1,0.0009559164168697061,0.004982237776390499,0.0008078016238984081,7.688307530262429,4.3360878364904485,0.0015761328232296295,0.00048059682269297946,-0.8275594725807958,-0.2474755771872637,3.222222222222222e-05,1,0.16577070661824897
78,2,0.006916257203118584,0.03058669639605546,0.004880322460265395,7.695129617567209,4.335948533316792,0.0016199176522944535,0.0009661710411847873,-0.921387536627283,-0.25165806626349146,4.555555555555555e-05,1,0.1509241637783907
