lithology,ibeta,phi,alpha,alpha_EC,Vp_model,Vs_model,Sigma_model,best_obj,log_marginal_likelihood,log_marginal_new,posterior_support_volume,mode_count,phi_min,phi_max,alpha_min,alpha_max,alpha_EC_min,alpha_EC_max,posterior_prob,posterior_prob_log
66,2,0.04529338146737475,0.16245482350497145,2.498978163351182e-05,6.539121839389059,3.821894257798193,0.0002403840102251196,0.0001857072982364362,-1.9028589713450168,4.195375268368534,0.000602,3,0.03402591317022844,0.11624954550989823,0.11289660174979918,0.9754663780075914,1.007211829641617e-05,0.06380301208814884,0.0774302569759625,0.9736807056957381
74,2,0.19939572063955882,0.23943618097485433,0.06722332282414666,6.541179879525147,3.817118135824922,0.00024012369501560257,0.00032328402706045,-5.904539065148992,0.5155591421252377,8e-06,2,0.09929129673363915,0.19939572063955882,0.10055858211580739,0.23943618097485433,0.005528856328987348,0.06722332282414666,0.0014158039430760385,0.02456364013088159
73,2,0.12038779437099337,0.14784277358212494,0.021682070695264673,6.552033717401057,3.8174701264201647,0.00022777061838505046,0.003427042488019868,-5.62369765277874,-2.309964716600029,5e-06,1,0.10936325350873517,0.13962527952791262,0.1298516050466802,0.17520700643864623,0.01016153578648735,0.028956157528120762,0.001874869280219807,0.0014560735263543364
67,1,0.010174830207735002,0.02948860995516257,0.009527619782789548,6.5217606965617065,3.8108516463069924,0.00023291909950097023,0.008577641546957534,-3.0964427403971984,-4.834431987516599,2e-06,1,0.010174830207735002,0.01294340844319982,0.02948860995516257,0.04119571557898917,0.009527619782789548,0.01228232546578344,0.023471662727547467,0.0001166329070076996
70,1,0.0071264631299604005,0.008265074395431183,0.00491244619176981,6.528864875922899,3.811292094570464,0.00025431670435550235,0.006253426117541804,-7.0003635176481485,-4.857185630078887,1e-06,0,0.0071264631299604005,0.0071264631299604005,0.008265074395431183,0.008265074395431183,0.00491244619176981,0.00491244619176981,0.00047325215982290455,0.00011400904790952724
66,1,0.0036204357059331322,0.012076917125404995,0.0031694768575363367,6.543845496532757,3.8286500439930617,0.00026711995347644864,0.008272384196331242,-2.2409540546783475,-5.393727261604712,2e-06,1,0.0036204357059331322,0.004527784001761429,0.012076917125404995,0.01538708185022253,0.0031694768575363367,0.004068893019267593,0.05521764388875506,6.666874026336331e-05
73,1,0.011394003939347174,0.013110146159969771,0.008980213692744921,6.557018408268545,3.8337330181391374,0.0002670590614801757,0.015807027838184443,-7.071850514407409,-9.480584656535692,0.0,0,,,,,,,0.0004406017283719479,1.1194962265737684e-06
54,1,0.014550796064224844,0.12185216602815499,0.014148475902365664,6.565194080535657,3.7938594958742162,0.00025034748439703414,0.034344232181758444,-1.140734564943529,-9.790827683499787,0.0,0,,,,,,,0.16591938329806025,8.208915768535777e-07
71,2,0.11810361122677493,0.154505944728358,0.018060787635401036,6.558892948564564,3.7962770449830674,0.000243929763969683,0.025656519694381517,-5.519999821204289,-11.32011162012007,0.0,0,,,,,,,0.0020797272833652626,1.7787963288646627e-07
63,1,0.009583928831873105,0.0144644203785665,0.007166760894583006,6.551911590748687,3.7960883992342653,0.0002611856676518707,0.02656539493055589,-6.11823301235474,-12.343400756699578,0.0,0,,,,,,,0.0011433969132268484,6.39318687303189e-08
70,2,0.2815909588811481,0.6182570902224678,0.13425092810651093,6.500704260988033,3.8291461317417683,0.00026118244989255013,0.027519369856188018,-5.333273826205829,-12.4539655068605,0.0,0,,,,,,,0.0025066890188513227,5.724001490442541e-08
68,1,0.016701273712331693,0.04423154133499634,0.08827355162158255,6.57892659798605,3.794958057408559,0.00025223258131122,0.04359598591847385,-4.221582345604786,-13.271668140139065,0.0,0,,,,,,,0.007619069481474896,2.526829838545863e-08
63,2,0.2598046131395516,0.9377670660911097,0.10588731067811975,6.55329775501642,3.78944285510284,0.0002830210835731138,0.050463419266110816,-5.0724002255219505,-15.154764346258261,0.0,0,,,,,,,0.0032538417235489325,3.843772766992878e-09
67,2,0.14340957522707592,0.9299578503851205,0.07832573365802024,6.593960313624492,3.794754222058892,0.00024778729727580035,0.061072857521152706,-2.726108614770217,-16.59024313389022,0.0,0,,,,,,,0.03399209432697657,9.148232406765096e-10
75,1,0.019520832340719586,0.021261420727445926,0.018874079719039958,6.498352693367362,3.846700560085071,0.0002616338830005669,0.054150227810356576,-7.3336751271186245,-17.35323689241609,0.0,0,,,,,,,0.00033910735695148227,4.2655320559708264e-10
54,2,0.05993331272820522,0.9759946902339558,0.008000837852698355,6.6141514443216955,3.784658569778995,0.0002655056168433635,0.12174720541733054,-0.9516660093474101,-19.335280617895968,0.0,0,,,,,,,0.20045115141190578,5.877363576541854e-11
72,1,0.02124147394455124,0.035435781364397616,0.07334301658738276,6.612225196357891,3.768764274265721,0.0002677295265072243,0.171371035850989,-6.5431153806124875,-25.55706312669249,0.0,0,,,,,,,0.0007476062913368203,1.167069571509911e-13
74,1,0.012482685771999305,0.012863496848957573,0.010870079271554603,6.565259805615401,3.854056037753796,0.00016053491363925758,0.13314437690263287,-7.523847024967831,-25.61814579205184,0.0,0,,,,,,,0.00028037972540397276,1.0979154119884458e-13
50,1,0.002702688536697121,0.0951879386298887,0.0024028071892553938,6.638652445998663,3.7418286049299128,0.0002359298701240764,0.35669803170314135,-1.0055717930673118,-26.694914832894636,0.0,0,,,,,,,0.18993175045293523,3.740537635898813e-14
50,2,0.019685185575955635,0.974531019587089,0.00020208786865065847,6.634709414710887,3.7298325595627126,0.00017348379332279569,0.4771757693235302,-0.8547048073559828,-27.099254844164797,0.0,0,,,,,,,0.22086061146935582,2.4964989808800106e-14
68,2,0.17686571688089905,0.9474280128711516,0.10650061487698068,6.652824226912197,3.7476496540206194,0.00024927242420093554,0.3622331442560187,-3.896006421215258,-27.608804853013535,0.0,0,,,,,,,0.01055110054285132,1.4998113505369257e-14
