phi,alpha,alpha_EC,obj
0.00027424790226106467,0.012254784478891868,1.717202911062393e-05,120.12039356071894
0.0003465670261064499,0.2581777491471404,0.00024937064563015205,130.11953074906575
0.00011325879504818387,0.01211615746417625,3.175637565219146e-05,125.19011171083162
0.0515555822808145,0.08438165194797981,0.04993598992984294,28.045339659430702
0.0006477550991400426,0.013982093332191248,0.0002621545903998526,119.00230798807681
0.0005616692855792317,0.005063536370925692,6.848861584222112e-05,108.17738037501215
0.0011325836568287064,0.059696520669351064,0.0004908729025576118,122.33157469642985
0.0002890283091263309,0.0013111383859861253,0.003604306775995979,104.45009596768158
0.028909039090431993,0.055431835301072534,0.12073960910450823,42.1744998801486
0.02657623663257346,0.5808382249397116,0.12010818456376092,107.40514153454927
0.0003676978544076022,0.013761652981677116,0.00011468466583500705,121.48875904882759
0.0025551232920668753,0.03536247144583541,7.384096572867284e-05,112.42853034503071
0.0013170889692826057,0.3213899369024082,1.9737113765363755e-05,124.02914382170549
0.024118151678996655,0.8445061707226179,0.0015187823884947607,112.54072007900479
0.00029741731710589196,0.07778667352220603,3.428127041154966e-05,122.89235811018766
0.009376166941819142,0.8386771441917164,0.1330549659154682,121.83730025945343
0.00032502554105287015,0.023052260573487665,2.462813690668927e-05,121.26010008309004
0.00039296363431523334,0.07542502517857698,1.5573112797558266e-05,122.91937087077325
0.004584721669530715,0.07426190926088111,0.0002580865866627463,113.5845078838565
0.0033846741247588333,0.3617215237772447,0.0002529452292673052,123.05149200254273
0.002396707020201863,0.4220952539847538,0.023998730382229574,128.07358760930842
0.011669189566978332,0.5948833878337302,0.013588115354714854,119.44144797146043
0.00016242982032684683,0.0007694962028787603,1.8216193993480994e-05,97.8804763426486
0.005122196487118421,0.025688093373309948,0.000980896301903029,91.77689373362779
0.0005262093297360992,0.08974292332144868,2.8180320953801118e-05,122.92076192996691
8.96377225118258e-05,0.004196388262309863,2.360264642545432e-05,123.5562639039557
0.01311884250995437,0.54094873373749,0.004985387037395833,115.66534614748889
0.0006222365556035897,0.16754514601862946,0.12601137733365794,130.4558556360022
0.0005120399254665683,0.09940722184595283,0.00011343628860504096,122.90207943171666
0.014737095998178096,0.04830761764319918,0.0038880105188182647,72.88391611713726
0.001488937809042421,0.788757804905846,0.0005206765744994202,123.47872284502222
0.0007803074980228492,0.012959262671628075,0.0003195937018122802,116.67891091743098
0.0006042677185391674,0.006339353276136308,0.00040531724401276484,115.74344114353379
0.006274635807599882,0.9127113951081787,0.00132095963948591,121.53424312840471
0.00035327371941501284,0.03424941432648521,3.0312976785743155e-05,121.82605272513736
0.0005685386765477718,0.7141232023761979,0.00025468290166230883,127.03149818303751
0.011860283393086929,0.04425187999728769,0.0031843840368521235,78.70166429226494
0.0006949375522248074,0.40059531968683887,0.00018645768511169189,123.73310191437108
0.00039577469605356054,0.0020289497998642538,0.0030263508763650744,106.707818954995
0.0009138445556513722,0.12845047841346938,0.00010065802958154869,122.6831063310401
5.338966815621362e-05,0.07143779809602518,1.7784755478482362e-05,127.74209058662024
0.000224947858576013,0.0013027234373185015,6.957032646468855e-05,104.62107302141425
0.040140023835125535,0.09575538813710553,0.02881413121579563,49.64493816849705
3.789263903836072e-05,0.0001878730390697621,0.004497523936156833,108.63980841537892
0.00026168482864020526,0.3290658944955679,2.8589307003456714e-05,123.47836552836539
0.12956256507691724,0.050274567698832553,0.17518596499122016,162.0547058784257
0.00014084819667245282,0.16917427569496668,5.200284426540647e-05,127.71925444093604
4.2335604952706175e-05,0.004033225634416148,2.4963938881651804e-05,128.96781996526934
5.6130310158088075e-05,0.0009938886065673955,0.001242321590874499,125.7069881234602
0.0012930586102795926,0.03313986427778085,0.03457378479735367,123.37795548166962
0.00034029271416330663,0.0004654373029309826,0.00018579461106164836,54.097939192674474
1.5024855771124803e-05,0.6559205822178136,0.0009693884738211907,133.74458255683578
0.0003205066274814276,0.16419372972348642,6.747592346721508e-05,123.91537500110883
